Cuerpo Agua,Estudio,Parámetro,Unidad,Punto,Abreviatura,Latitud,Longitud,Valor
Laguna de Cajititlán,11/11/2010,Cloruros totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,45.46
Laguna de Cajititlán,11/11/2010,Dureza total,mg CaCO3/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,119
Laguna de Cajititlán,11/11/2010,Fluoruros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.7914
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitratos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitritos,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.022
Laguna de Cajititlán,11/11/2010,Nitrógeno amoniacal,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,1.34
Laguna de Cajititlán,11/11/2010,Nitrógeno total Kjeldahl,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,7.24
Laguna de Cajititlán,11/11/2010,Ion Sulfato,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,8.2737
Laguna de Cajititlán,11/11/2010,Sustancias activas al azul de metileno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.165
Laguna de Cajititlán,11/11/2010,Demanda bioquímica de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,27.18
Laguna de Cajititlán,11/11/2010,Demanda química de oxígeno,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,135.7
Laguna de Cajititlán,11/11/2010,Grasas y aceites,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,8.09
Laguna de Cajititlán,11/11/2010,Fósforo total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.37
Laguna de Cajititlán,11/11/2010,Sólidos suspendidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,25
Laguna de Cajititlán,11/11/2010,Sólidos disueltos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,448
Laguna de Cajititlán,11/11/2010,Sólidos sedimentables,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,11/11/2010,Sulfuros,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,11/11/2010,Aluminio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0353
Laguna de Cajititlán,11/11/2010,Arsénico,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0025
Laguna de Cajititlán,11/11/2010,Bario,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.005
Laguna de Cajititlán,11/11/2010,Cadmio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,11/11/2010,Cobre,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,11/11/2010,Cromo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.05
Laguna de Cajititlán,11/11/2010,Fierro,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.084
Laguna de Cajititlán,11/11/2010,Manganeso,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,11/11/2010,Mercurio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0005
Laguna de Cajititlán,11/11/2010,Níquel,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.1
Laguna de Cajititlán,11/11/2010,Plomo,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.0025
Laguna de Cajititlán,11/11/2010,Sodio,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,
Laguna de Cajititlán,11/11/2010,Zinc,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.02
Laguna de Cajititlán,11/11/2010,Coliformes totales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,750
Laguna de Cajititlán,11/11/2010,Coliformes fecales,NMP/100 ml,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,230
Laguna de Cajititlán,11/11/2010,Profundidad,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,3.2
Laguna de Cajititlán,11/11/2010,Temperatura ambiente,°C,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,28
Laguna de Cajititlán,11/11/2010,Transparencia Secchi,m,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,0.2
Laguna de Cajititlán,11/11/2010,Sólidos totales,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,473
Laguna de Cajititlán,11/11/2010,Nitrógeno total,mg/l,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,7.24
Laguna de Cajititlán,11/11/2010,"Clorofilas a, b y c",mg/m³,San Miguel Cuyutlán,LC-01,20.423691,-103.3604,50.01
Laguna de Cajititlán,11/11/2010,Temperatura,°C,Centro de la Laguna,LC-03,20.418944,-103.319778,19.5
Laguna de Cajititlán,11/11/2010,pH,U pH,Centro de la Laguna,LC-03,20.418944,-103.319778,9.04
Laguna de Cajititlán,11/11/2010,Oxígeno disuelto,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,6.71
Laguna de Cajititlán,11/11/2010,Conductividad Electrolitica,µS/cm,Centro de la Laguna,LC-03,20.418944,-103.319778,567
Laguna de Cajititlán,11/11/2010,Turbiedad,UNT,Centro de la Laguna,LC-03,20.418944,-103.319778,40
Laguna de Cajititlán,11/11/2010,Alcalinidad total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,258
Laguna de Cajititlán,11/11/2010,Cloruros totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,45
Laguna de Cajititlán,11/11/2010,Dureza total,mg CaCO3/l,Centro de la Laguna,LC-03,20.418944,-103.319778,121
Laguna de Cajititlán,11/11/2010,Fluoruros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.7921
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitratos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitritos,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.022
Laguna de Cajititlán,11/11/2010,Nitrógeno amoniacal,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,1.32
Laguna de Cajititlán,11/11/2010,Nitrógeno total Kjeldahl,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,7.57
Laguna de Cajititlán,11/11/2010,Ion Sulfato,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,6.9691
Laguna de Cajititlán,11/11/2010,Sustancias activas al azul de metileno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.255
Laguna de Cajititlán,11/11/2010,Demanda bioquímica de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,17.34
Laguna de Cajititlán,11/11/2010,Demanda química de oxígeno,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,112.28
Laguna de Cajititlán,11/11/2010,Grasas y aceites,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,13.37
Laguna de Cajititlán,11/11/2010,Fósforo total,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.3
Laguna de Cajititlán,11/11/2010,Sólidos suspendidos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,38
Laguna de Cajititlán,11/11/2010,Sólidos disueltos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,435
Laguna de Cajititlán,11/11/2010,Sólidos sedimentables,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,11/11/2010,Sulfuros,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,11/11/2010,Aluminio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0719
Laguna de Cajititlán,11/11/2010,Arsénico,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0025
Laguna de Cajititlán,11/11/2010,Bario,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.005
Laguna de Cajititlán,11/11/2010,Cadmio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0005
Laguna de Cajititlán,11/11/2010,Cobre,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,11/11/2010,Cromo,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.05
Laguna de Cajititlán,11/11/2010,Fierro,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.058
Laguna de Cajititlán,11/11/2010,Manganeso,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,
Laguna de Cajititlán,11/11/2010,Mercurio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0005
Laguna de Cajititlán,11/11/2010,Níquel,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.1
Laguna de Cajititlán,11/11/2010,Plomo,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.0025
Laguna de Cajititlán,11/11/2010,Sodio,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,
Laguna de Cajititlán,11/11/2010,Zinc,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,0.02
Laguna de Cajititlán,11/11/2010,Coliformes totales,NMP/100 ml,Centro de la Laguna,LC-03,20.418944,-103.319778,230
Laguna de Cajititlán,11/11/2010,Coliformes fecales,NMP/100 ml,Centro de la Laguna,LC-03,20.418944,-103.319778,90
Laguna de Cajititlán,11/11/2010,Profundidad,m,Centro de la Laguna,LC-03,20.418944,-103.319778,4.9
Laguna de Cajititlán,11/11/2010,Temperatura ambiente,°C,Centro de la Laguna,LC-03,20.418944,-103.319778,28
Laguna de Cajititlán,11/11/2010,Transparencia Secchi,m,Centro de la Laguna,LC-03,20.418944,-103.319778,0.2
Laguna de Cajititlán,11/11/2010,Sólidos totales,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,473
Laguna de Cajititlán,11/11/2010,Nitrógeno total,mg/l,Centro de la Laguna,LC-03,20.418944,-103.319778,7.57
Laguna de Cajititlán,11/11/2010,"Clorofilas a, b y c",mg/m³,Centro de la Laguna,LC-03,20.418944,-103.319778,74.5
Laguna de Cajititlán,11/11/2010,Temperatura,°C,San Juan,LC-09,20.40818,-103.3121,24
Laguna de Cajititlán,11/11/2010,pH,U pH,San Juan,LC-09,20.40818,-103.3121,9.4
Laguna de Cajititlán,11/11/2010,Oxígeno disuelto,mg/l,San Juan,LC-09,20.40818,-103.3121,18
Laguna de Cajititlán,11/11/2010,Conductividad Electrolitica,µS/cm,San Juan,LC-09,20.40818,-103.3121,579
Laguna de Cajititlán,11/11/2010,Turbiedad,UNT,San Juan,LC-09,20.40818,-103.3121,45
Laguna de Cajititlán,11/11/2010,Alcalinidad total,mg CaCO3/l,San Juan,LC-09,20.40818,-103.3121,260
Laguna de Cajititlán,11/11/2010,Cloruros totales,mg/l,San Juan,LC-09,20.40818,-103.3121,43.5
Laguna de Cajititlán,11/11/2010,Dureza total,mg CaCO3/l,San Juan,LC-09,20.40818,-103.3121,119
Laguna de Cajititlán,11/11/2010,Fluoruros,mg/l,San Juan,LC-09,20.40818,-103.3121,0.7632
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitratos,mg/l,San Juan,LC-09,20.40818,-103.3121,0.1
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitritos,mg/l,San Juan,LC-09,20.40818,-103.3121,0.022
Laguna de Cajititlán,11/11/2010,Nitrógeno amoniacal,mg/l,San Juan,LC-09,20.40818,-103.3121,6.58
Laguna de Cajititlán,11/11/2010,Nitrógeno total Kjeldahl,mg/l,San Juan,LC-09,20.40818,-103.3121,6.58
Laguna de Cajititlán,11/11/2010,Ion Sulfato,mg/l,San Juan,LC-09,20.40818,-103.3121,6.8396
Laguna de Cajititlán,11/11/2010,Sustancias activas al azul de metileno,mg/l,San Juan,LC-09,20.40818,-103.3121,0.133
Laguna de Cajititlán,11/11/2010,Demanda bioquímica de oxígeno,mg/l,San Juan,LC-09,20.40818,-103.3121,19.74
Laguna de Cajititlán,11/11/2010,Demanda química de oxígeno,mg/l,San Juan,LC-09,20.40818,-103.3121,121.65
Laguna de Cajititlán,11/11/2010,Grasas y aceites,mg/l,San Juan,LC-09,20.40818,-103.3121,10.77
Laguna de Cajititlán,11/11/2010,Fósforo total,mg/l,San Juan,LC-09,20.40818,-103.3121,0.35
Laguna de Cajititlán,11/11/2010,Sólidos suspendidos totales,mg/l,San Juan,LC-09,20.40818,-103.3121,30
Laguna de Cajititlán,11/11/2010,Sólidos disueltos totales,mg/l,San Juan,LC-09,20.40818,-103.3121,429
Laguna de Cajititlán,11/11/2010,Sólidos sedimentables,mg/l,San Juan,LC-09,20.40818,-103.3121,0.1
Laguna de Cajititlán,11/11/2010,Sulfuros,mg/l,San Juan,LC-09,20.40818,-103.3121,0.1
Laguna de Cajititlán,11/11/2010,Aluminio,mg/l,San Juan,LC-09,20.40818,-103.3121,0.0453
Laguna de Cajititlán,11/11/2010,Arsénico,mg/l,San Juan,LC-09,20.40818,-103.3121,0.0025
Laguna de Cajititlán,11/11/2010,Bario,mg/l,San Juan,LC-09,20.40818,-103.3121,0.005
Laguna de Cajititlán,11/11/2010,Cadmio,mg/l,San Juan,LC-09,20.40818,-103.3121,0.0005
Laguna de Cajititlán,11/11/2010,Cobre,mg/l,San Juan,LC-09,20.40818,-103.3121,0.05
Laguna de Cajititlán,11/11/2010,Cromo,mg/l,San Juan,LC-09,20.40818,-103.3121,0.05
Laguna de Cajititlán,11/11/2010,Fierro,mg/l,San Juan,LC-09,20.40818,-103.3121,0.05
Laguna de Cajititlán,11/11/2010,Manganeso,mg/l,San Juan,LC-09,20.40818,-103.3121,
Laguna de Cajititlán,11/11/2010,Mercurio,mg/l,San Juan,LC-09,20.40818,-103.3121,0.0005
Laguna de Cajititlán,11/11/2010,Níquel,mg/l,San Juan,LC-09,20.40818,-103.3121,0.1
Laguna de Cajititlán,11/11/2010,Plomo,mg/l,San Juan,LC-09,20.40818,-103.3121,0.0025
Laguna de Cajititlán,11/11/2010,Sodio,mg/l,San Juan,LC-09,20.40818,-103.3121,
Laguna de Cajititlán,11/11/2010,Zinc,mg/l,San Juan,LC-09,20.40818,-103.3121,0.02
Laguna de Cajititlán,11/11/2010,Coliformes totales,NMP/100 ml,San Juan,LC-09,20.40818,-103.3121,230
Laguna de Cajititlán,11/11/2010,Coliformes fecales,NMP/100 ml,San Juan,LC-09,20.40818,-103.3121,70
Laguna de Cajititlán,11/11/2010,Profundidad,m,San Juan,LC-09,20.40818,-103.3121,3.9
Laguna de Cajititlán,11/11/2010,Temperatura ambiente,°C,San Juan,LC-09,20.40818,-103.3121,28
Laguna de Cajititlán,11/11/2010,Transparencia Secchi,m,San Juan,LC-09,20.40818,-103.3121,0.2
Laguna de Cajititlán,11/11/2010,Sólidos totales,mg/l,San Juan,LC-09,20.40818,-103.3121,459
Laguna de Cajititlán,11/11/2010,Nitrógeno total,mg/l,San Juan,LC-09,20.40818,-103.3121,6.58
Laguna de Cajititlán,11/11/2010,"Clorofilas a, b y c",mg/m³,San Juan,LC-09,20.40818,-103.3121,62.97
Laguna de Cajititlán,11/11/2010,Temperatura,°C,San Juan Evangelista,LC-05,20.409697,-103.299456,22.7
Laguna de Cajititlán,11/11/2010,pH,U pH,San Juan Evangelista,LC-05,20.409697,-103.299456,9.43
Laguna de Cajititlán,11/11/2010,Oxígeno disuelto,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,17.22
Laguna de Cajititlán,11/11/2010,Conductividad Electrolitica,µS/cm,San Juan Evangelista,LC-05,20.409697,-103.299456,571
Laguna de Cajititlán,11/11/2010,Turbiedad,UNT,San Juan Evangelista,LC-05,20.409697,-103.299456,45
Laguna de Cajititlán,11/11/2010,Alcalinidad total,mg CaCO3/l,San Juan Evangelista,LC-05,20.409697,-103.299456,258
Laguna de Cajititlán,11/11/2010,Cloruros totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,45
Laguna de Cajititlán,11/11/2010,Dureza total,mg CaCO3/l,San Juan Evangelista,LC-05,20.409697,-103.299456,118
Laguna de Cajititlán,11/11/2010,Fluoruros,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.8465
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitratos,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitritos,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.022
Laguna de Cajititlán,11/11/2010,Nitrógeno amoniacal,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,6.91
Laguna de Cajititlán,11/11/2010,Nitrógeno total Kjeldahl,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,6.91
Laguna de Cajititlán,11/11/2010,Ion Sulfato,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,6.979
Laguna de Cajititlán,11/11/2010,Sustancias activas al azul de metileno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.147
Laguna de Cajititlán,11/11/2010,Demanda bioquímica de oxígeno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,17.43
Laguna de Cajititlán,11/11/2010,Demanda química de oxígeno,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,136.48
Laguna de Cajititlán,11/11/2010,Grasas y aceites,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,8.37
Laguna de Cajititlán,11/11/2010,Fósforo total,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.37
Laguna de Cajititlán,11/11/2010,Sólidos suspendidos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,18
Laguna de Cajititlán,11/11/2010,Sólidos disueltos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,429
Laguna de Cajititlán,11/11/2010,Sólidos sedimentables,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,11/11/2010,Sulfuros,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,11/11/2010,Aluminio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0663
Laguna de Cajititlán,11/11/2010,Arsénico,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0025
Laguna de Cajititlán,11/11/2010,Bario,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.005
Laguna de Cajititlán,11/11/2010,Cadmio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0005
Laguna de Cajititlán,11/11/2010,Cobre,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,11/11/2010,Cromo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.05
Laguna de Cajititlán,11/11/2010,Fierro,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.106
Laguna de Cajititlán,11/11/2010,Manganeso,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,
Laguna de Cajititlán,11/11/2010,Mercurio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0005
Laguna de Cajititlán,11/11/2010,Níquel,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.1
Laguna de Cajititlán,11/11/2010,Plomo,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.0025
Laguna de Cajititlán,11/11/2010,Sodio,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,
Laguna de Cajititlán,11/11/2010,Zinc,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,0.02
Laguna de Cajititlán,11/11/2010,Coliformes totales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,230
Laguna de Cajititlán,11/11/2010,Coliformes fecales,NMP/100 ml,San Juan Evangelista,LC-05,20.409697,-103.299456,90
Laguna de Cajititlán,11/11/2010,Profundidad,m,San Juan Evangelista,LC-05,20.409697,-103.299456,3.7
Laguna de Cajititlán,11/11/2010,Temperatura ambiente,°C,San Juan Evangelista,LC-05,20.409697,-103.299456,28
Laguna de Cajititlán,11/11/2010,Transparencia Secchi,m,San Juan Evangelista,LC-05,20.409697,-103.299456,0.2
Laguna de Cajititlán,11/11/2010,Sólidos totales,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,447
Laguna de Cajititlán,11/11/2010,Nitrógeno total,mg/l,San Juan Evangelista,LC-05,20.409697,-103.299456,6.91
Laguna de Cajititlán,11/11/2010,"Clorofilas a, b y c",mg/m³,San Juan Evangelista,LC-05,20.409697,-103.299456,47.2
Laguna de Cajititlán,11/11/2010,Temperatura,°C,Desc. Cajititlán II,LC-00,20.42023,-103.30417,24.8
Laguna de Cajititlán,11/11/2010,pH,U pH,Desc. Cajititlán II,LC-00,20.42023,-103.30417,9.39
Laguna de Cajititlán,11/11/2010,Oxígeno disuelto,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,16.76
Laguna de Cajititlán,11/11/2010,Conductividad Electrolitica,µS/cm,Desc. Cajititlán II,LC-00,20.42023,-103.30417,578
Laguna de Cajititlán,11/11/2010,Turbiedad,UNT,Desc. Cajititlán II,LC-00,20.42023,-103.30417,40
Laguna de Cajititlán,11/11/2010,Alcalinidad total,mg CaCO3/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,270
Laguna de Cajititlán,11/11/2010,Cloruros totales,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,45
Laguna de Cajititlán,11/11/2010,Dureza total,mg CaCO3/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,114
Laguna de Cajititlán,11/11/2010,Fluoruros,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.8281
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitratos,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.1
Laguna de Cajititlán,11/11/2010,Nitrógeno de nitritos,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.022
Laguna de Cajititlán,11/11/2010,Nitrógeno amoniacal,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,7.24
Laguna de Cajititlán,11/11/2010,Nitrógeno total Kjeldahl,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,7.24
Laguna de Cajititlán,11/11/2010,Ion Sulfato,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,7.1981
Laguna de Cajititlán,11/11/2010,Sustancias activas al azul de metileno,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.318
Laguna de Cajititlán,11/11/2010,Demanda bioquímica de oxígeno,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,24.36
Laguna de Cajititlán,11/11/2010,Demanda química de oxígeno,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,151.7
Laguna de Cajititlán,11/11/2010,Grasas y aceites,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,14.86
Laguna de Cajititlán,11/11/2010,Fósforo total,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.37
Laguna de Cajititlán,11/11/2010,Sólidos suspendidos totales,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,27
Laguna de Cajititlán,11/11/2010,Sólidos disueltos totales,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,428
Laguna de Cajititlán,11/11/2010,Sólidos sedimentables,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.1
Laguna de Cajititlán,11/11/2010,Sulfuros,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.1
Laguna de Cajititlán,11/11/2010,Aluminio,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.0498
Laguna de Cajititlán,11/11/2010,Arsénico,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.0025
Laguna de Cajititlán,11/11/2010,Bario,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.005
Laguna de Cajititlán,11/11/2010,Cadmio,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.0005
Laguna de Cajititlán,11/11/2010,Cobre,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.05
Laguna de Cajititlán,11/11/2010,Cromo,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.05
Laguna de Cajititlán,11/11/2010,Fierro,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.068
Laguna de Cajititlán,11/11/2010,Manganeso,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,
Laguna de Cajititlán,11/11/2010,Mercurio,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.0005
Laguna de Cajititlán,11/11/2010,Níquel,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.1
Laguna de Cajititlán,11/11/2010,Plomo,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.0025
Laguna de Cajititlán,11/11/2010,Sodio,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,
Laguna de Cajititlán,11/11/2010,Zinc,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.02
Laguna de Cajititlán,11/11/2010,Coliformes totales,NMP/100 ml,Desc. Cajititlán II,LC-00,20.42023,-103.30417,430
Laguna de Cajititlán,11/11/2010,Coliformes fecales,NMP/100 ml,Desc. Cajititlán II,LC-00,20.42023,-103.30417,230
Laguna de Cajititlán,11/11/2010,Profundidad,m,Desc. Cajititlán II,LC-00,20.42023,-103.30417,4.8
Laguna de Cajititlán,11/11/2010,Temperatura ambiente,°C,Desc. Cajititlán II,LC-00,20.42023,-103.30417,28
Laguna de Cajititlán,11/11/2010,Transparencia Secchi,m,Desc. Cajititlán II,LC-00,20.42023,-103.30417,0.18
Laguna de Cajititlán,11/11/2010,Sólidos totales,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,455
Laguna de Cajititlán,11/11/2010,Nitrógeno total,mg/l,Desc. Cajititlán II,LC-00,20.42023,-103.30417,7.24
Laguna de Cajititlán,11/11/2010,"Clorofilas a, b y c",mg/m³,Desc. Cajititlán II,LC-00,20.42023,-103.30417,69.4
Laguna de Cajititlán,23/09/2010,Temperatura,°C,Cajititlán II,LC-06,20.428539,-103.31169,24.4
Laguna de Cajititlán,23/09/2010,pH,U pH,Cajititlán II,LC-06,20.428539,-103.31169,8.8
Laguna de Cajititlán,23/09/2010,Oxígeno disuelto,mg/l,Cajititlán II,LC-06,20.428539,-103.31169,6.06
Laguna de Cajititlán,23/09/2010,Conductividad Electrolitica,µS/cm,Cajititlán II,LC-06,20.428539,-103.31169,611
Laguna de Cajititlán,23/09/2010,Turbiedad,UNT,Cajititlán II,LC-06,20.428539,-103.31169,36
Laguna de Cajititlán,23/09/2010,Alcalinidad total,mg CaCO3/l,Cajititlán II,LC-06,20.428539,-103.31169,263.16
Laguna de Cajititlán,23/09/2010,Cloruros totales,mg/l,Cajititlán II,LC-06,20.428539,-103.31169,40.55
Laguna de Cajititlán,23/09/2010,Dureza total,mg CaCO3/l,Cajititlán II,LC-06,20.428539,-103.31169,117.6
Laguna de Cajititlán,23/09/2010,Fluoruros,mg/l,Cajititlán II,LC-06,20.428539,-103.31169,0.75
Laguna de Cajititlán,23/09/2010,Nitrógeno de nitratos,mg/l,Cajititlán II,LC-06,20.428539,-103.31169,0.1
